DistanceOrColor,RED000,0,RED
DistanceOrColor,RED001,10,RED
DistanceOrColor,RED002,20,RED
DistanceOrColor,RED003,30,RED
DistanceOrColor,RED004,40,RED
DistanceOrColor,RED005,50,RED
DistanceOrColor,RED006,60,RED
DistanceOrColor,RED007,70,RED
DistanceOrColor,RED008,80,RED
DistanceOrColor,RED009,90,RED
DistanceOrColor,RED010,100,RED
DistanceOrColor,RED011,110,RED
DistanceOrColor,RED012,120,RED
DistanceOrColor,RED013,130,RED
DistanceOrColor,RED014,140,RED
DistanceOrColor,RED015,150,RED
DistanceOrColor,RED016,160,RED
DistanceOrColor,RED017,170,RED
DistanceOrColor,RED018,180,RED
DistanceOrColor,RED019,190,RED
DistanceOrColor,RED020,200,RED
DistanceOrColor,RED021,210,RED
DistanceOrColor,RED022,220,RED
DistanceOrColor,RED023,230,RED
DistanceOrColor,RED024,240,RED
DistanceOrColor,RED025,250,RED
DistanceOrColor,RED026,260,RED
DistanceOrColor,RED027,270,RED
DistanceOrColor,RED028,280,RED
DistanceOrColor,RED029,290,RED
DistanceOrColor,RED030,300,RED
DistanceOrColor,RED031,310,RED
DistanceOrColor,RED032,320,RED
DistanceOrColor,RED033,330,RED
DistanceOrColor,RED034,340,RED
DistanceOrColor,RED035,350,RED
DistanceOrColor,RED036,360,RED
DistanceOrColor,RED037,370,RED
DistanceOrColor,RED038,380,RED
DistanceOrColor,RED039,390,RED
DistanceOrColor,RED040,400,RED
DistanceOrColor,RED041,410,RED
DistanceOrColor,RED042,420,RED
DistanceOrColor,RED043,430,RED
DistanceOrColor,RED044,440,RED
DistanceOrColor,RED045,450,RED
DistanceOrColor,RED046,460,RED
DistanceOrColor,RED047,470,RED
DistanceOrColor,RED048,480,RED
DistanceOrColor,RED049,490,RED
DistanceOrColor,RED050,500,RED
DistanceOrColor,RED051,510,RED
DistanceOrColor,RED052,520,RED
DistanceOrColor,RED053,530,RED
DistanceOrColor,RED054,540,RED
DistanceOrColor,RED055,550,RED
DistanceOrColor,RED056,560,RED
DistanceOrColor,RED057,570,RED
DistanceOrColor,RED058,580,RED
DistanceOrColor,RED059,590,RED
DistanceOrColor,RED060,600,RED
DistanceOrColor,RED061,610,RED
DistanceOrColor,RED062,620,RED
DistanceOrColor,RED063,630,RED
DistanceOrColor,RED064,640,RED
DistanceOrColor,RED065,650,RED
DistanceOrColor,RED066,660,RED
DistanceOrColor,RED067,670,RED
DistanceOrColor,RED068,680,RED
DistanceOrColor,RED069,690,RED
DistanceOrColor,RED070,700,RED
DistanceOrColor,RED071,710,RED
DistanceOrColor,RED072,720,RED
DistanceOrColor,RED073,730,RED
DistanceOrColor,RED074,740,RED
DistanceOrColor,RED075,750,RED
DistanceOrColor,RED076,760,RED
DistanceOrColor,RED077,770,RED
DistanceOrColor,RED078,780,RED
DistanceOrColor,RED079,790,RED
DistanceOrColor,RED080,800,RED
DistanceOrColor,RED081,810,RED
DistanceOrColor,RED082,820,RED
DistanceOrColor,RED083,830,RED
DistanceOrColor,RED084,840,RED
DistanceOrColor,RED085,850,RED
DistanceOrColor,RED086,860,RED
DistanceOrColor,RED087,870,RED
DistanceOrColor,RED088,880,RED
DistanceOrColor,RED089,890,RED
DistanceOrColor,RED090,900,RED
DistanceOrColor,RED091,910,RED
DistanceOrColor,RED092,920,RED
DistanceOrColor,RED093,930,RED
DistanceOrColor,RED094,940,RED
DistanceOrColor,RED095,950,RED
DistanceOrColor,RED096,960,RED
DistanceOrColor,RED097,970,RED
DistanceOrColor,RED098,980,RED
DistanceOrColor,RED099,990,RED
DistanceOrColor,RED100,1000,RED
DistanceOrColor,RED101,1010,RED
DistanceOrColor,RED102,1020,RED
DistanceOrColor,RED103,1030,RED
DistanceOrColor,RED104,1040,RED
DistanceOrColor,RED105,1050,RED
DistanceOrColor,RED106,1060,RED
DistanceOrColor,RED107,1070,RED
DistanceOrColor,RED108,1080,RED
DistanceOrColor,RED109,1090,RED
DistanceOrColor,RED110,1100,RED
DistanceOrColor,RED111,1110,RED
DistanceOrColor,RED112,1120,RED
DistanceOrColor,RED113,1130,RED
DistanceOrColor,RED114,1140,RED
DistanceOrColor,RED115,1150,RED
DistanceOrColor,RED116,1160,RED
DistanceOrColor,RED117,1170,RED
DistanceOrColor,RED118,1180,RED
DistanceOrColor,RED119,1190,RED
DistanceOrColor,RED120,1200,RED
DistanceOrColor,RED121,1210,RED
DistanceOrColor,RED122,1220,RED
DistanceOrColor,RED123,1230,RED
DistanceOrColor,RED124,1240,RED
DistanceOrColor,RED125,1250,RED
DistanceOrColor,RED126,1260,RED
DistanceOrColor,RED127,1270,RED
DistanceOrColor,RED128,1280,RED
DistanceOrColor,RED129,1290,RED
DistanceOrColor,RED130,1300,RED
DistanceOrColor,RED131,1310,RED
DistanceOrColor,RED132,1320,RED
DistanceOrColor,RED133,1330,RED
DistanceOrColor,RED134,1340,RED
DistanceOrColor,RED135,1350,RED
DistanceOrColor,RED136,1360,RED
DistanceOrColor,RED137,1370,RED
DistanceOrColor,RED138,1380,RED
DistanceOrColor,RED139,1390,RED
DistanceOrColor,RED140,1400,RED
DistanceOrColor,RED141,1410,RED
DistanceOrColor,RED142,1420,RED
DistanceOrColor,RED143,1430,RED
DistanceOrColor,RED144,1440,RED
DistanceOrColor,RED145,1450,RED
DistanceOrColor,RED146,1460,RED
DistanceOrColor,RED147,1470,RED
DistanceOrColor,RED148,1480,RED
DistanceOrColor,RED149,1490,RED
DistanceOrColor,RED150,1500,RED
DistanceOrColor,RED151,1510,RED
DistanceOrColor,RED152,1520,RED
DistanceOrColor,RED153,1530,RED
DistanceOrColor,RED154,1540,RED
DistanceOrColor,RED155,1550,RED
DistanceOrColor,RED156,1560,RED
DistanceOrColor,RED157,1570,RED
DistanceOrColor,RED158,1580,RED
DistanceOrColor,RED159,1590,RED
DistanceOrColor,RED160,1600,RED
DistanceOrColor,RED161,1610,RED
DistanceOrColor,RED162,1620,RED
DistanceOrColor,RED163,1630,RED
DistanceOrColor,RED164,1640,RED
DistanceOrColor,RED165,1650,RED
DistanceOrColor,RED166,1660,RED
DistanceOrColor,RED167,1670,RED
DistanceOrColor,RED168,1680,RED
DistanceOrColor,RED169,1690,RED
DistanceOrColor,RED170,1700,RED
DistanceOrColor,RED171,1710,RED
DistanceOrColor,RED172,1720,RED
DistanceOrColor,RED173,1730,RED
DistanceOrColor,RED174,1740,RED
DistanceOrColor,RED175,1750,RED
DistanceOrColor,RED176,1760,RED
DistanceOrColor,RED177,1770,RED
DistanceOrColor,RED178,1780,RED
DistanceOrColor,RED179,1790,RED
DistanceOrColor,RED180,1800,RED
DistanceOrColor,RED181,1810,RED
DistanceOrColor,RED182,1820,RED
DistanceOrColor,RED183,1830,RED
DistanceOrColor,RED184,1840,RED
DistanceOrColor,RED185,1850,RED
DistanceOrColor,RED186,1860,RED
DistanceOrColor,RED187,1870,RED
DistanceOrColor,RED188,1880,RED
DistanceOrColor,RED189,1890,RED
DistanceOrColor,RED190,1900,RED
DistanceOrColor,RED191,1910,RED
DistanceOrColor,RED192,1920,RED
DistanceOrColor,RED193,1930,RED
DistanceOrColor,RED194,1940,RED
DistanceOrColor,RED195,1950,RED
DistanceOrColor,RED196,1960,RED
DistanceOrColor,RED197,1970,RED
DistanceOrColor,RED198,1980,RED
DistanceOrColor,RED199,1990,RED
DistanceOrColor,RED200,2000,RED
DistanceOrColor,RED201,2010,RED
DistanceOrColor,RED202,2020,RED
DistanceOrColor,RED203,2030,RED
DistanceOrColor,RED204,2040,RED
DistanceOrColor,RED205,2050,RED
DistanceOrColor,RED206,2060,RED
DistanceOrColor,RED207,2070,RED
DistanceOrColor,RED208,2080,RED
DistanceOrColor,RED209,2090,RED
DistanceOrColor,RED210,2100,RED
DistanceOrColor,RED211,2110,RED
DistanceOrColor,RED212,2120,RED
DistanceOrColor,RED213,2130,RED
DistanceOrColor,RED214,2140,RED
DistanceOrColor,RED215,2150,RED
DistanceOrColor,RED216,2160,RED
DistanceOrColor,RED217,2170,RED
DistanceOrColor,RED218,2180,RED
DistanceOrColor,RED219,2190,RED
DistanceOrColor,RED220,2200,RED
DistanceOrColor,RED221,2210,RED
DistanceOrColor,RED222,2220,RED
DistanceOrColor,RED223,2230,RED
DistanceOrColor,RED224,2240,RED
DistanceOrColor,RED225,2250,RED
DistanceOrColor,RED226,2260,RED
DistanceOrColor,RED227,2270,RED
DistanceOrColor,RED228,2280,RED
DistanceOrColor,RED229,2290,RED
DistanceOrColor,RED230,2300,RED
DistanceOrColor,RED231,2310,RED
DistanceOrColor,RED232,2320,RED
DistanceOrColor,RED233,2330,RED
DistanceOrColor,RED234,2340,RED
DistanceOrColor,RED235,2350,RED
DistanceOrColor,RED236,2360,RED
DistanceOrColor,RED237,2370,RED
DistanceOrColor,RED238,2380,RED
DistanceOrColor,RED239,2390,RED
DistanceOrColor,RED240,2400,RED
DistanceOrColor,RED241,2410,RED
DistanceOrColor,RED242,2420,RED
DistanceOrColor,RED243,2430,RED
DistanceOrColor,RED244,2440,RED
DistanceOrColor,RED245,2450,RED
DistanceOrColor,RED246,2460,RED
DistanceOrColor,RED247,2470,RED
DistanceOrColor,RED248,2480,RED
DistanceOrColor,RED249,2490,RED
DistanceOrColor,RED250,2500,RED
DistanceOrColor,RED251,2510,RED
DistanceOrColor,RED252,2520,RED
DistanceOrColor,RED253,2530,RED
DistanceOrColor,RED254,2540,RED
DistanceOrColor,RED255,2550,RED
DistanceOrColor,RED256,2560,RED
DistanceOrColor,RED257,2570,RED
DistanceOrColor,RED258,2580,RED
DistanceOrColor,RED259,2590,RED
DistanceOrColor,RED260,2600,RED
DistanceOrColor,RED261,2610,RED
DistanceOrColor,RED262,2620,RED
DistanceOrColor,RED263,2630,RED
DistanceOrColor,RED264,2640,RED
DistanceOrColor,RED265,2650,RED
DistanceOrColor,RED266,2660,RED
DistanceOrColor,RED267,2670,RED
DistanceOrColor,RED268,2680,RED
DistanceOrColor,RED269,2690,RED
DistanceOrColor,RED270,2700,RED
DistanceOrColor,RED271,2710,RED
DistanceOrColor,RED272,2720,RED
DistanceOrColor,RED273,2730,RED
DistanceOrColor,RED274,2740,RED
DistanceOrColor,RED275,2750,RED
DistanceOrColor,RED276,2760,RED
DistanceOrColor,RED277,2770,RED
DistanceOrColor,RED278,2780,RED
DistanceOrColor,RED279,2790,RED
DistanceOrColor,RED280,2800,RED
DistanceOrColor,RED281,2810,RED
DistanceOrColor,RED282,2820,RED
DistanceOrColor,RED283,2830,RED
DistanceOrColor,RED284,2840,RED
DistanceOrColor,RED285,2850,RED
DistanceOrColor,RED286,2860,RED
DistanceOrColor,RED287,2870,RED
DistanceOrColor,RED288,2880,RED
DistanceOrColor,RED289,2890,RED
DistanceOrColor,RED290,2900,RED
DistanceOrColor,RED291,2910,RED
DistanceOrColor,RED292,2920,RED
DistanceOrColor,RED293,2930,RED
DistanceOrColor,RED294,2940,RED
DistanceOrColor,RED295,2950,RED
DistanceOrColor,RED296,2960,RED
DistanceOrColor,RED297,2970,RED
DistanceOrColor,RED298,2980,RED
DistanceOrColor,RED299,2990,RED
DistanceOrColor,RED300,3000,RED
DistanceOrColor,RED301,3010,RED
DistanceOrColor,RED302,3020,RED
DistanceOrColor,RED303,3030,RED
DistanceOrColor,RED304,3040,RED
DistanceOrColor,RED305,3050,RED
DistanceOrColor,RED306,3060,RED
DistanceOrColor,RED307,3070,RED
DistanceOrColor,RED308,3080,RED
DistanceOrColor,RED309,3090,RED
DistanceOrColor,RED310,3100,RED
DistanceOrColor,RED311,3110,RED
DistanceOrColor,RED312,3120,RED
DistanceOrColor,RED313,3130,RED
DistanceOrColor,RED314,3140,RED
DistanceOrColor,RED315,3150,RED
DistanceOrColor,RED316,3160,RED
DistanceOrColor,RED317,3170,RED
DistanceOrColor,RED318,3180,RED
DistanceOrColor,RED319,3190,RED
DistanceOrColor,RED320,3200,RED
DistanceOrColor,RED321,3210,RED
DistanceOrColor,RED322,3220,RED
DistanceOrColor,RED323,3230,RED
DistanceOrColor,RED324,3240,RED
DistanceOrColor,RED325,3250,RED
DistanceOrColor,RED326,3260,RED
DistanceOrColor,RED327,3270,RED
DistanceOrColor,RED328,3280,RED
DistanceOrColor,RED329,3290,RED
DistanceOrColor,RED330,3300,RED
DistanceOrColor,RED331,3310,RED
DistanceOrColor,RED332,3320,RED
DistanceOrColor,RED333,3330,RED
DistanceOrColor,RED334,3340,RED
DistanceOrColor,RED335,3350,RED
